COD_DPTO,NOM_DEP,DPTOMPIO,NOMB_MPIO,CODIGO_VER,NOMBRE_VER
94,GUAINÍA,94888,MORICHAL,94888000,NUEVO MORICHAL
94,GUAINÍA,94001,INÍRIDA,94001003,EL VENADO
94,GUAINÍA,94001,INÍRIDA,94001004,REMANSO - CHORRO BOCON
94,GUAINÍA,94001,INÍRIDA,94001000,BACHACO
94,GUAINÍA,94001,INÍRIDA,94001010,BARRANCO TIGRE
94,GUAINÍA,94001,INÍRIDA,94001011,CAÑO GUARIBEN
94,GUAINÍA,94001,INÍRIDA,94001008,LA CEIBA
94,GUAINÍA,94001,INÍRIDA,94001002,LAGUNA CUMURAL
94,GUAINÍA,94001,INÍRIDA,94001005,GUARARURA
94,GUAINÍA,94001,INÍRIDA,94001013,CARANACOA
94,GUAINÍA,94001,INÍRIDA,94001006,SELVA DE MATAVÉN
94,GUAINÍA,94001,INÍRIDA,94001009,LOMA ALTA
94,GUAINÍA,94001,INÍRIDA,94001014,COAYARE EL COCO
94,GUAINÍA,94001,INÍRIDA,94001007,CARRIZAL
94,GUAINÍA,94001,INÍRIDA,94001012,PAUJIL
94,GUAINÍA,94343,BARRANCOMINAS,94343010,GUACO BAJO Y GUACO ALTO
94,GUAINÍA,94343,BARRANCOMINAS,94343004,MINITAS - MIRALINDO
94,GUAINÍA,94343,BARRANCOMINAS,94343009,PUEBLO NUEVO - LAGUNA COLORADA
94,GUAINÍA,94343,BARRANCOMINAS,94343006,BACHACO BUENAVISTA
94,GUAINÍA,94343,BARRANCOMINAS,94343003,CHATARE
94,GUAINÍA,94343,BARRANCOMINAS,94343011,CHIGUIRO
94,GUAINÍA,94343,BARRANCOMINAS,94343001,BARRANCO PICURE
94,GUAINÍA,94343,BARRANCOMINAS,94343008,MURCIÉLAGO ALTAMIRA
94,GUAINÍA,94343,BARRANCOMINAS,94343007,LAGUNA - CURVINA SAPUARA
94,GUAINÍA,94343,BARRANCOMINAS,94343012,SAPUARÁ
94,GUAINÍA,94343,BARRANCOMINAS,94343005,CUMARAL - GUAMUCO
94,GUAINÍA,94343,BARRANCOMINAS,94343015,COROCORO
94,GUAINÍA,94343,BARRANCOMINAS,94343018,CARPINTERO PALOMAS
94,GUAINÍA,94343,BARRANCOMINAS,94343013,CONCORDIA
94,GUAINÍA,94343,BARRANCOMINAS,94343014,LA UNIÓN
94,GUAINÍA,94343,BARRANCOMINAS,94343016,GUACO BAJO Y GUACO ALTO
94,GUAINÍA,94884,PUERTO COLOMBIA,94884001,MAHIMACHI
94,GUAINÍA,94887,PANA PANA,94887001,VENADO ISANA
94,GUAINÍA,94887,PANA PANA,94887000,BOCAS DEL YARÍ
86,PUTUMAYO,86569,PUERTO CAICEDO,86569064,SIN INFORMACION
86,PUTUMAYO,86001,MOCOA,86001049,LA PEDREGOSA
86,PUTUMAYO,86001,MOCOA,86001009,SAN PEDRO DE GUADALUPE
86,PUTUMAYO,86001,MOCOA,86001030,VILLA GLORIA
86,PUTUMAYO,86001,MOCOA,86001047,ESMERALDA SARDINAS
86,PUTUMAYO,86001,MOCOA,86001007,EL MESON
86,PUTUMAYO,86001,MOCOA,86001008,PUERTO LIMON
86,PUTUMAYO,86001,MOCOA,86001056,LA PACERA
86,PUTUMAYO,86001,MOCOA,86001044,SIN INFORMACION
86,PUTUMAYO,86001,MOCOA,86001011,PEÑAS BLANCAS
86,PUTUMAYO,86001,MOCOA,86001012,LA PALMERA
86,PUTUMAYO,86001,MOCOA,86001006,ALTO ESLABON
86,PUTUMAYO,86001,MOCOA,86001050,EL SANTUARIO
86,PUTUMAYO,86001,MOCOA,86001005,LA FLORIDITA
86,PUTUMAYO,86001,MOCOA,86001029,LA EME
86,PUTUMAYO,86001,MOCOA,86001051,SAN CARLOS
86,PUTUMAYO,86001,MOCOA,86001027,EL PEPINO
86,PUTUMAYO,86001,MOCOA,86001004,LAS MESAS
86,PUTUMAYO,86001,MOCOA,86001026,SAN JOSÉ DEL PEPINO
86,PUTUMAYO,86001,MOCOA,86001034,LAS PLANADAS
86,PUTUMAYO,86001,MOCOA,86001025,EL ZARZAL
86,PUTUMAYO,86001,MOCOA,86001024,LA TEBAIDA
86,PUTUMAYO,86001,MOCOA,86001020,RUMIYACO
86,PUTUMAYO,86001,MOCOA,86001023,LOS ANDES
86,PUTUMAYO,86001,MOCOA,86001035,VILLA RICA
86,PUTUMAYO,86001,MOCOA,86001032,VILLA ROSA
86,PUTUMAYO,86001,MOCOA,86001022,SAN LUIS DE CHONTOYACO
86,PUTUMAYO,86001,MOCOA,86001036,EL LIBANO
86,PUTUMAYO,86001,MOCOA,86001018,LAS PALMERAS
86,PUTUMAYO,86001,MOCOA,86001041,LOS GUADUALES II
86,PUTUMAYO,86001,MOCOA,86001033,BAJO AFAN
86,PUTUMAYO,86001,MOCOA,86001017,LA RESERVA
86,PUTUMAYO,86001,MOCOA,86001053,LOS GUADUALES I
86,PUTUMAYO,86001,MOCOA,86001038,MEDIO AFAN
86,PUTUMAYO,86001,MOCOA,86001054,SAN ANTONIO
86,PUTUMAYO,86001,MOCOA,86001040,PUEBLO VIEJO
86,PUTUMAYO,86001,MOCOA,86001003,GALICIAS
86,PUTUMAYO,86001,MOCOA,86001016,LOS CEBALLOS
86,PUTUMAYO,86001,MOCOA,86001002,CAMPUCANA
86,PUTUMAYO,86001,MOCOA,86001037,ALTO AFAN
86,PUTUMAYO,86001,MOCOA,86001001,SAN MARTIN
86,PUTUMAYO,86001,MOCOA,86001031,SIN INFORMACION
86,PUTUMAYO,86001,MOCOA,86001014,BUENOS AIRES
86,PUTUMAYO,86001,MOCOA,86001015,MONCLAR
86,PUTUMAYO,86001,MOCOA,86001039,LAS TOLDAS
86,PUTUMAYO,86001,MOCOA,86001013,LA FRONTERIZA DEL PAISAJE
86,PUTUMAYO,86001,MOCOA,86001042,CONDAGUA
86,PUTUMAYO,86001,MOCOA,86001045,TICUANAYOY
86,PUTUMAYO,86001,MOCOA,86001043,SAN JOAQUIN
86,PUTUMAYO,86001,MOCOA,86001000,EL TITANGO
86,PUTUMAYO,86001,MOCOA,86001046,TICUANAYOY
86,PUTUMAYO,86001,MOCOA,86001028,YUNGUILLO
86,PUTUMAYO,86001,MOCOA,86001052,LA FLORIDA
86,PUTUMAYO,86219,SIBUNDOY,86219000,SAN JUAN DE LAS COCHAS
86,PUTUMAYO,86219,COLÓN,86219005,PLAYA EL CARMELO
86,PUTUMAYO,86219,COLÓN,86219004,CABILDO INGA LAS PALMAS
86,PUTUMAYO,86219,COLÓN,86219006,MICHOACAN
86,PUTUMAYO,86219,COLÓN,86219007,LA ESPERANZA
86,PUTUMAYO,86219,COLÓN,86219003,SAN JOSÉ DE TAKANGAYACO
86,PUTUMAYO,86219,COLÓN,86219002,CAMPO BELLO
86,PUTUMAYO,86219,COLÓN,86219001,ALTO SAN PEDRO
86,PUTUMAYO,86320,ORITO,86320081,LUCITAMBA
86,PUTUMAYO,86320,ORITO,86320079,SIN INFORMACION
86,PUTUMAYO,86320,ORITO,86320004,CABAÑAS DEL GUAMUEZ
86,PUTUMAYO,86320,ORITO,86320040,OSIRIS
86,PUTUMAYO,86320,ORITO,86320005,LA PEDREGOSA
86,PUTUMAYO,86320,ORITO,86320000,MONTE BELLO
86,PUTUMAYO,86320,ORITO,86320038,VILLA NUEVA
86,PUTUMAYO,86320,ORITO,86320078,FLOR DE CAMPO
86,PUTUMAYO,86320,ORITO,86320011,ARAUCA
86,PUTUMAYO,86320,ORITO,86320003,BRISAS DEL GUAMUEZ 2
86,PUTUMAYO,86320,ORITO,86320037,EL JORDAN
86,PUTUMAYO,86320,ORITO,86320035,SAN VICENTE DEL LUZON
86,PUTUMAYO,86320,ORITO,86320009,LOS RIOS
86,PUTUMAYO,86320,ORITO,86320085,EL JARDIN
86,PUTUMAYO,86320,ORITO,86320041,SANTO TOMAS DE AQUINO
86,PUTUMAYO,86320,ORITO,86320077,EL AZUL
86,PUTUMAYO,86320,ORITO,86320002,LA RUIDOSA
86,PUTUMAYO,86320,ORITO,86320008,VILLA DE LEYVA
86,PUTUMAYO,86320,ORITO,86320010,LAS AMERICAS
86,PUTUMAYO,86320,ORITO,86320036,LA PALESTINA
86,PUTUMAYO,86320,ORITO,86320033,EL PITAL
86,PUTUMAYO,86320,ORITO,86320034,EL SABALO
86,PUTUMAYO,86320,ORITO,86320039,LA UNION
86,PUTUMAYO,86320,ORITO,86320007,NUEVO HORIZONTE
86,PUTUMAYO,86320,ORITO,86320014,LA PRIMAVERA DEL GUAMUEZ
86,PUTUMAYO,86320,ORITO,86320051,SANTA INES
86,PUTUMAYO,86320,ORITO,86320006,QUEBRADA HONDA
86,PUTUMAYO,86320,ORITO,86320042,SIMON BOLIVAR
86,PUTUMAYO,86320,ORITO,86320001,ALTO GUISIA
86,PUTUMAYO,86320,ORITO,86320048,EL TOPACIO
86,PUTUMAYO,86320,ORITO,86320012,SAN JOSÉ DEL GUAMUEZ
86,PUTUMAYO,86320,ORITO,86320047,ACAE
86,PUTUMAYO,86320,ORITO,86320024,LA SERRANIA
86,PUTUMAYO,86320,ORITO,86320030,PLAYA NUEVA
86,PUTUMAYO,86320,ORITO,86320031,LA SELVA
86,PUTUMAYO,86320,ORITO,86320067,BURDINES
86,PUTUMAYO,86320,ORITO,86320013,CAMPO BELLO
86,PUTUMAYO,86320,ORITO,86320017,EL ACHIOTE
86,PUTUMAYO,86320,ORITO,86320022,LA ESMERALDA
86,PUTUMAYO,86320,ORITO,86320049,NUEVA ESPERANZA
86,PUTUMAYO,86320,ORITO,86320065,TESALIA
86,PUTUMAYO,86320,ORITO,86320028,ALTAMIRA
86,PUTUMAYO,86320,ORITO,86320045,LA CRISTALINA
86,PUTUMAYO,86320,ORITO,86320071,EL TRIUNFO
86,PUTUMAYO,86320,ORITO,86320057,CAMPO ALEGRE
86,PUTUMAYO,86320,ORITO,86320070,CECILIA
86,PUTUMAYO,86320,ORITO,86320021,SAN JUAN DE LAS PALMERAS
86,PUTUMAYO,86320,ORITO,86320027,GUAYABAL
86,PUTUMAYO,86320,ORITO,86320019,SILVANIA
86,PUTUMAYO,86320,ORITO,86320025,LA FLORIDA
86,PUTUMAYO,86320,ORITO,86320062,ALTO TESALIA
86,PUTUMAYO,86320,ORITO,86320018,LAS ACACIAS
86,PUTUMAYO,86320,ORITO,86320058,BUENOS AIRES
86,PUTUMAYO,86320,ORITO,86320046,YARUMO
86,PUTUMAYO,86320,ORITO,86320052,SAN ANDRES
86,PUTUMAYO,86320,ORITO,86320060,PARAISO
86,PUTUMAYO,86320,ORITO,86320082,QUEBRADON
86,PUTUMAYO,86320,ORITO,86320072,EL BALSAMO
86,PUTUMAYO,86320,ORITO,86320083,NARANJITO
86,PUTUMAYO,86320,ORITO,86320068,VERSALLES
86,PUTUMAYO,86320,ORITO,86320061,BRISAS DEL RIO ORITO
86,PUTUMAYO,86320,ORITO,86320053,LA PAZ
86,PUTUMAYO,86320,ORITO,86320059,EL RUBI
86,PUTUMAYO,86320,ORITO,86320075,EL LIBANO
86,PUTUMAYO,86320,ORITO,86320069,EL CEDAZO
86,PUTUMAYO,86320,ORITO,86320076,EL PAISAJE
86,PUTUMAYO,86320,ORITO,86320015,BRISAS DEL QUEBRADON
86,PUTUMAYO,86320,ORITO,86320016,EL QUEBRADON
86,PUTUMAYO,86320,ORITO,86320044,MIRADOR
86,PUTUMAYO,86320,ORITO,86320063,EL DANUBIO
86,PUTUMAYO,86320,ORITO,86320066,LA GRAN CEIBA
86,PUTUMAYO,86320,ORITO,86320023,MONSERRATE
86,PUTUMAYO,86320,ORITO,86320050,LAS MALVINAS
86,PUTUMAYO,86320,ORITO,86320020,LA VENADA
86,PUTUMAYO,86320,ORITO,86320043,EL MIRADOR PEPINO
86,PUTUMAYO,86320,ORITO,86320026,EL CALDERO
86,PUTUMAYO,86320,ORITO,86320064,SAN JUAN VIDES
86,PUTUMAYO,86320,ORITO,86320054,EL RETIRO
86,PUTUMAYO,86320,ORITO,86320055,SAN GERARDO
86,PUTUMAYO,86320,ORITO,86320056,MIRAFLORES
86,PUTUMAYO,86320,ORITO,86320029,CAÑAVERAL
86,PUTUMAYO,86320,ORITO,86320032,BELLA VISTA
86,PUTUMAYO,86320,ORITO,86320074,PEÑAROL
86,PUTUMAYO,86320,ORITO,86320073,CAICEDONIA
86,PUTUMAYO,86320,ORITO,86320080,LUCITANIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568022,LA CAUCASIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568021,PROGRESO
86,PUTUMAYO,86568,PUERTO ASÍS,86568023,EL AZUL
86,PUTUMAYO,86568,PUERTO ASÍS,86568019,LA FLORIDA
86,PUTUMAYO,86568,PUERTO ASÍS,86568005,NUEVA GRANADA
86,PUTUMAYO,86568,PUERTO ASÍS,86568018,PUERTO COLOMBIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568016,BRASILIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568020,TETEYE
86,PUTUMAYO,86568,PUERTO ASÍS,86568011,AGUA NEGRITA
86,PUTUMAYO,86568,PUERTO ASÍS,86568012,LA CUMBRE
86,PUTUMAYO,86568,PUERTO ASÍS,86568017,MONTAÑITA
86,PUTUMAYO,86568,PUERTO ASÍS,86568013,VILLA MARQUESA
86,PUTUMAYO,86568,PUERTO ASÍS,86568008,ESPAÑOLA
86,PUTUMAYO,86568,PUERTO ASÍS,86568009,NUEVA FLORESTA
86,PUTUMAYO,86568,PUERTO ASÍS,86568014,VILLA DE LEYVA
86,PUTUMAYO,86568,PUERTO ASÍS,86568007,LA FRONTERA
86,PUTUMAYO,86568,PUERTO ASÍS,86568010,BAJO LORENZO
86,PUTUMAYO,86568,PUERTO ASÍS,86568003,NUEVO PORVENIR
86,PUTUMAYO,86568,PUERTO ASÍS,86568004,LA PIÑA
86,PUTUMAYO,86568,PUERTO ASÍS,86568024,LOS ALAMOS
86,PUTUMAYO,86568,PUERTO ASÍS,86568015,LA SAMARIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568101,MEXICO
86,PUTUMAYO,86568,PUERTO ASÍS,86568100,ALTO CUHEMBI
86,PUTUMAYO,86568,PUERTO ASÍS,86568006,SAN SALVADOR
86,PUTUMAYO,86568,PUERTO ASÍS,86568025,CAMPO QUEMADO
86,PUTUMAYO,86568,PUERTO ASÍS,86568095,LA PRADERA
86,PUTUMAYO,86568,PUERTO ASÍS,86568049,LA PERLA AMAZONICA
86,PUTUMAYO,86568,PUERTO ASÍS,86568002,LA CABAÑA
86,PUTUMAYO,86568,PUERTO ASÍS,86568043,PIÑUÑA BLANCO
86,PUTUMAYO,86568,PUERTO ASÍS,86568048,ANGOSTURA
86,PUTUMAYO,86568,PUERTO ASÍS,86568098,MANUELA
86,PUTUMAYO,86568,PUERTO ASÍS,86568044,SAN IGNACIO
86,PUTUMAYO,86568,PUERTO ASÍS,86568097,LA CARMELITA
86,PUTUMAYO,86568,PUERTO ASÍS,86568047,LOS CAMIOS
86,PUTUMAYO,86568,PUERTO ASÍS,86568046,BAJO SANTA HELENA
86,PUTUMAYO,86568,PUERTO ASÍS,86568052,GUADALUPE
86,PUTUMAYO,86568,PUERTO ASÍS,86568051,AGUALONGO
86,PUTUMAYO,86568,PUERTO ASÍS,86568050,EL TUAYA
86,PUTUMAYO,86568,PUERTO ASÍS,86568107,BELLO HORIZONTE
86,PUTUMAYO,86568,PUERTO ASÍS,86568099,LA ESMERALDA
86,PUTUMAYO,86568,PUERTO ASÍS,86568096,CAMPO ALEGRE
86,PUTUMAYO,86568,PUERTO ASÍS,86568045,LISBERIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568064,PUERTO PLAYA
86,PUTUMAYO,86568,PUERTO ASÍS,86568063,EL PALMAR
86,PUTUMAYO,86568,PUERTO ASÍS,86568054,COMANDANTE
86,PUTUMAYO,86568,PUERTO ASÍS,86568053,ALTO PIÑUÑA (LA CHIPA)
86,PUTUMAYO,86568,PUERTO ASÍS,86568055,CHUFIYA
86,PUTUMAYO,86568,PUERTO ASÍS,86568106,COMUNA 1
86,PUTUMAYO,86568,PUERTO ASÍS,86568056,BELEN
86,PUTUMAYO,86568,PUERTO ASÍS,86568062,NUEVO AMARON
86,PUTUMAYO,86568,PUERTO ASÍS,86568102,LA ITALIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568057,LA ROSA
86,PUTUMAYO,86568,PUERTO ASÍS,86568032,SINAI
86,PUTUMAYO,86568,PUERTO ASÍS,86568065,SANTA ISABEL
86,PUTUMAYO,86568,PUERTO ASÍS,86568034,PLAYA RICA
86,PUTUMAYO,86568,PUERTO ASÍS,86568110,COMUNA 2
86,PUTUMAYO,86568,PUERTO ASÍS,86568109,LA GUAJIRA
86,PUTUMAYO,86568,PUERTO ASÍS,86568103,SANTA MARIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568074,REMOLINO
86,PUTUMAYO,86568,PUERTO ASÍS,86568041,ALEA
86,PUTUMAYO,86568,PUERTO ASÍS,86568075,LA PAZ
86,PUTUMAYO,86568,PUERTO ASÍS,86568042,BAJO MANSOYA
86,PUTUMAYO,86568,PUERTO ASÍS,86568080,MEDELLIN
86,PUTUMAYO,86568,PUERTO ASÍS,86568060,SEVILLA
86,PUTUMAYO,86568,PUERTO ASÍS,86568077,LA PALMERA
86,PUTUMAYO,86568,PUERTO ASÍS,86568059,BUENAVISTA
86,PUTUMAYO,86568,PUERTO ASÍS,86568073,PUERTO VEGA
86,PUTUMAYO,86568,PUERTO ASÍS,86568117,CHORRO LARGO
86,PUTUMAYO,86568,PUERTO ASÍS,86568001,GERMANIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568114,ANCURA
86,PUTUMAYO,86568,PUERTO ASÍS,86568033,SALONICA
86,PUTUMAYO,86568,PUERTO ASÍS,86568036,LAS ACACIAS
86,PUTUMAYO,86568,PUERTO ASÍS,86568108,COCAYA
86,PUTUMAYO,86568,PUERTO ASÍS,86568058,PUERTO BELLO
86,PUTUMAYO,86568,PUERTO ASÍS,86568070,LA COCHA
86,PUTUMAYO,86568,PUERTO ASÍS,86568078,LA ARDILLA
86,PUTUMAYO,86568,PUERTO ASÍS,86568093,LA ESTACION
86,PUTUMAYO,86568,PUERTO ASÍS,86568072,PUERTO NUEVO
86,PUTUMAYO,86568,PUERTO ASÍS,86568115,LA PAILA
86,PUTUMAYO,86568,PUERTO ASÍS,86568061,CANACAS
86,PUTUMAYO,86568,PUERTO ASÍS,86568081,VILLA VICTORIA
86,PUTUMAYO,86568,PUERTO ASÍS,86568069,PEÑA ZORA
86,PUTUMAYO,86568,PUERTO ASÍS,86568000,LA ESTACION
86,PUTUMAYO,86568,PUERTO ASÍS,86568035,MANSOYA
86,PUTUMAYO,86568,PUERTO ASÍS,86568071,GOLONDRINA
86,PUTUMAYO,86568,PUERTO ASÍS,86568040,PENEYA
86,PUTUMAYO,86568,PUERTO ASÍS,86568076,EL SOL
86,PUTUMAYO,86568,PUERTO ASÍS,86568105,LA DANTA
86,PUTUMAYO,86568,PUERTO ASÍS,86568079,MONSERRATE
86,PUTUMAYO,86568,PUERTO ASÍS,86568092,VILLA DEL SOL
86,PUTUMAYO,86568,PUERTO ASÍS,86568031,JERUSALEN
86,PUTUMAYO,86568,PUERTO ASÍS,86568027,MONTEBELLO
86,PUTUMAYO,86568,PUERTO ASÍS,86568083,LAS BOCANAS
86,PUTUMAYO,86568,PUERTO ASÍS,86568086,LA ARGENTINA
86,PUTUMAYO,86568,PUERTO ASÍS,86568087,CAÑA BRAVA
86,PUTUMAYO,86568,PUERTO ASÍS,86568037,EL AGUILA
86,PUTUMAYO,86568,PUERTO ASÍS,86568082,PUERTO GALLO
86,PUTUMAYO,86568,PUERTO ASÍS,86568038,CARMEN DEL PIÑUÑA
86,PUTUMAYO,86568,PUERTO ASÍS,86568089,SANTO TOMAS DE AQUINO
86,PUTUMAYO,86568,PUERTO ASÍS,86568090,EL BOSQUE
86,PUTUMAYO,86568,PUERTO ASÍS,86568091,LA PRIMAVERA
86,PUTUMAYO,86568,PUERTO ASÍS,86568084,AGUA NEGRA 1
86,PUTUMAYO,86568,PUERTO ASÍS,86568111,SAN JOSÉ DE BAJO DANTA
86,PUTUMAYO,86568,PUERTO ASÍS,86568039,SARDINAS MANSOYA
86,PUTUMAYO,86568,PUERTO ASÍS,86568088,SAN LUIS
86,PUTUMAYO,86568,PUERTO ASÍS,86568067,LA ESPERANZA
86,PUTUMAYO,86568,PUERTO ASÍS,86568112,NUEVO DIAMANTE
86,PUTUMAYO,86568,PUERTO ASÍS,86568085,LA PLANADA
86,PUTUMAYO,86568,PUERTO ASÍS,86568028,EL PARAISO
86,PUTUMAYO,86568,PUERTO ASÍS,86568026,SANTANA
86,PUTUMAYO,86568,PUERTO ASÍS,86568094,EL ESPINAL
86,PUTUMAYO,86568,PUERTO ASÍS,86568113,UNION COCAYA
86,PUTUMAYO,86568,PUERTO ASÍS,86568068,CARIBE 1
86,PUTUMAYO,86568,PUERTO ASÍS,86568066,LA SABALETA
86,PUTUMAYO,86568,PUERTO ASÍS,86568104,LA DIANA
86,PUTUMAYO,86568,PUERTO ASÍS,86568029,DANUBIO
86,PUTUMAYO,86568,PUERTO ASÍS,86568030,LAS MINAS
86,PUTUMAYO,86568,PUERTO ASÍS,86568116,SANTA HELENA
86,PUTUMAYO,86568,PUERTO ASÍS,86568118,VEGAS DEL PIÑUÑA BLANCO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569050,BRETAÑA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569006,LOS CRISTALES
86,PUTUMAYO,86569,PUERTO CAICEDO,86569049,SAN PEDRO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569051,SAN CAYETANO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569052,LAS PALMAS
86,PUTUMAYO,86569,PUERTO CAICEDO,86569060,LA CRISTALINA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569061,EL MARMATO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569054,LA ROCHELA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569056,EL VENADO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569057,EL VERGEL
86,PUTUMAYO,86569,PUERTO CAICEDO,86569058,EL CEDRAL
86,PUTUMAYO,86569,PUERTO CAICEDO,86569055,EL BAGRE
86,PUTUMAYO,86569,PUERTO CAICEDO,86569007,CIRCASIA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569031,EL PORVENIR
86,PUTUMAYO,86569,PUERTO CAICEDO,86569059,SAN ISIDRO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569062,JERUSALEN
86,PUTUMAYO,86569,PUERTO CAICEDO,86569033,EL CEDAZO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569047,ALTO VILLA NUEVA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569053,LAS DELICIAS
86,PUTUMAYO,86569,PUERTO CAICEDO,86569023,MARACAIBO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569021,PLATANILLO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569037,LA ESMERALDA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569063,BRISAS DEL PICUDO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569027,MATECAÑA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569025,LA FRONTERA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569030,CRISTO REY
86,PUTUMAYO,86569,PUERTO CAICEDO,86569011,NUEVA ARABIA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569022,PLAYA RICA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569008,EL LIBANO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569009,EL COQUETO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569028,VILLA DEL RIO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569035,LA PEDREGOSA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569024,CARUZO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569036,CAMPOBELLO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569026,PILDORO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569032,SAN DIEGO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569029,SARDINAS
86,PUTUMAYO,86569,PUERTO CAICEDO,86569010,CRISTALINA BELLO HORIZONTE
86,PUTUMAYO,86569,PUERTO CAICEDO,86569048,SAN JOSÉ
86,PUTUMAYO,86569,PUERTO CAICEDO,86569041,LA CAUQUITA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569015,BRISAS DEL CAIMAN
86,PUTUMAYO,86569,PUERTO CAICEDO,86569040,GUASIMALES
86,PUTUMAYO,86569,PUERTO CAICEDO,86569019,PUEBLO NUEVO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569039,VILLAFLOR
86,PUTUMAYO,86569,PUERTO CAICEDO,86569045,DAMASCO VIDES
86,PUTUMAYO,86569,PUERTO CAICEDO,86569017,EL DIVISO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569046,ALPES ORIENTALES
86,PUTUMAYO,86569,PUERTO CAICEDO,86569018,QUEBRADONIA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569016,LA JOYA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569020,COLONIA NUEVA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569038,BOCACHICO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569044,VILLA UNION
86,PUTUMAYO,86569,PUERTO CAICEDO,86569043,SAN ANDRES
86,PUTUMAYO,86569,PUERTO CAICEDO,86569042,SAN CARLOS
86,PUTUMAYO,86569,PUERTO CAICEDO,86569014,INDEPENDENCIA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569013,SIN INFORMACION
86,PUTUMAYO,86569,PUERTO CAICEDO,86569012,FLORESTA ALTO COQUETO
86,PUTUMAYO,86569,PUERTO CAICEDO,86569004,CANANGUCHA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569005,ARIZONA
86,PUTUMAYO,86569,PUERTO CAICEDO,86569001,SANTA ROSA DE JUANAMBÚ
86,PUTUMAYO,86569,PUERTO CAICEDO,86569002,JERUZALÉN
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571136,PUERTO RICO MARGARITAS
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571114,PUERTO AQUILES
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571127,FLORESTA
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571124,LA CRUZ
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571128,CERRITO
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571120,ALTO MAYOYOQUE
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571116,BUENAVISTA
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571118,12 DE OCTUBRE
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571129,ALEJANDRIA
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571134,HUMEDAL AGUA NEGRA
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571119,COLMENARES
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571130,CRISTALINA
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571133,ALTO NUMIÑA
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571108,ALEMANIA
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571122,SAUDITA QUEMAO
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571125,HUMEDAL QUEMADO
86,PUTUMAYO,86571,PUERTO GUZMÁN,86571126,SANTA ROSA BAJA
